source,text,Data Bersih,sentiment_score,sentiment_label
Twitter,@TradingDiary2 Mobil listrik begitu kalo ditambah solar panel bisa self charge gak Pak kebetulan indo lagi panas banget,mobil listrik tambah solar panel self charge gak indo panas banget,6,Positif
Twitter,Ngabuburit enaknya dapet iPhone 15 LM Antam 1gr TV Xiaomi sama motor listrik gratis dari GoPay Pet. Jangan lupa main Mystery Boxnya jam 4-6 sore yaaa yorobun https://t.co/6E2IxozHJo,ngabuburit enak dapet iphone lm antam gr tv xiaomi motor listrik gratis gopay pet lupa main mystery boxnya jam sore ya yorobun,18,Positif
Twitter,Mengapa Proses Isi Daya Motor Listrik Melambat 80 ke 100 Persen? ~NA Klik untuk baca: https://t.co/rrgwGnPUBc,proses isi daya motor listrik lambat persen na klik baca,9,Positif
Twitter,Motor Listrik Lebih Tahan Banjir dari Motor Bensin Apakah Benar? ~NA Klik untuk baca: https://t.co/5uHtYPiqNY,motor listrik tahan banjir motor bensin na klik baca,8,Positif
Twitter,@hanifproduktif Gaji UMR jangan paksakan ambil mobil apalagi kredit. Tapi fokus tingkatkan pendapatan manaj dan nabung. 1-2 tahun bisa beli cash. Kalau mau hemat perawatan dll beli mobil listrik B*D ATT* 1 sdh okelah. Lebih gede dikit M6 atau merk lain Bing**o .,gaji umr paksa ambil mobil kredit fokus tingkat dapat manaj nabung beli cash hemat awat dll beli mobil listrik bd att sdh oke gede dikit m merk bingo,14,Positif
Twitter,Gesits Bantah Isu Setop Jual Motor Listrik di Indonesia https://t.co/j2BoS0SAWO,gesits bantah isu setop jual motor listrik indonesia,-3,Negatif
Twitter,SPONTAN Mudik Pakai Mobil Listrik Kini saatnya lebih berani bawa EV melaju lebih jauh di momen mudik.Dengan SPKLU PLN yang tersedia di berbagai titik perjalanan jarak jauh jadi makin nyaman dan praktis Yuk cek info lengkapnya di PLN Mobile #SpontanMudikPakaiMobilListrik https://t.co/V8HWsPXNPW,spontan mudik pakai mobil listrik berani bawa ev laju momen mudikdengan spklu pln sedia titik jalan jarak nyaman praktis yuk cek info lengkap pln mobile,11,Positif
Twitter,Stellantis dan Indomobil berkomitmen menghadirkan merek kendaraan listrik asal China Leapmotor di Indonesia. Mobil listrik tersebut juga direncanakan akan diproduksi secara lokal di Cikampek. Baca Selengkapnya https://t.co/RsBdBK7oY5 ~NA #MobilListrik #Leapmotor https://t.co/L8vTX46kqy,stellantis indomobil komitmen hadir merek kendara listrik china leapmotor indonesia mobil listrik rencana produksi lokal cikampek baca lengkap na,10,Positif
Twitter,Jalan kaki tapi bisa secepat naik sepeda? Kenalin nih Lopifit! Inovasi unik yang menggabungkan treadmill dengan motor listrik. Solusi buat yang mau olahraga sambil bepergian. ‍️ https://t.co/yjQoZlryGI,jalan kaki cepat sepeda kenalin nih lopifit inovasi unik gabung treadmill motor listrik solusi olahraga pergi,6,Positif
Twitter,(disclaimer : karna gue perginya di tahun 2018 jadi pasti sekarang udah banyak perubahan di Hainan) Saat itu gue baru tau kalo ada pulau kecil di China yang namanya Hainan pulau yang cuma ada 2 musim : hujan dan kemarau (beriklim tropis). Kita mendarat di Sanya salah satu https://t.co/TcUwVAfwNC,disclaimer karna gue pergi udah ubah hainan gue tau pulau china nama hainan pulau musim hujan kemarau iklim tropis darat sanya salah,-5,Negatif
Twitter,Pertumbuhan penjualan juga terlihat pada berbagai kategori kendaraan khususnya kendaraan elektrifikasi yang mengalami peningkatan signifikan. Penjualan mobil meningkat sekitar 15 91 persen dibandingkan tahun sebelumnya sedangkan mobil listrik tumbuh hingga 31 83 persen.,tumbuh jual kategori kendara kendara elektrifikasi alami tingkat signifikan jual mobil tingkat persen banding mobil listrik tumbuh persen,10,Positif
Twitter,Segini Harga Mobil Listrik Merek Jepang Termurah di Indonesia https://t.co/kX0mrRImAv,gin harga mobil listrik merek jepang murah indonesia,7,Positif
Twitter,Ditambah kelangkaan dan kenaikan harga minyak/bensin Era mobil listrik makin dominan keliatannya sudah tiba,tambah langka naik harga minyakbensin era mobil listrik dominan liat,8,Positif
Twitter,Kapolres Metro Jakarta Pusat Kombes Pol. Reynold E.P Hutagalung melaporkan pihaknya berhasil menangkap pria yang diduga mengedarkan obat keras tanpa izin di sejumlah lokasi di sekitar Stasiun Tanah Abang. Reynold mengatakan penangkapan dilakukan oleh tim Unit 1 dan Unit 2 https://t.co/4WZlMIhULi,kapolres metro jakarta pusat kombes pol reynold ep hutagalung lapor hasil tangkap pria duga edar obat keras izin lokasi stasiun tanah abang reynold tangkap tim unit unit,-15,Negatif
Twitter,Mudik Naik Mobil Listrik Lewat Tol di Jawa-Sumatra Ini Lokasi Ngecas https://t.co/sU23ObtLpY,mudik mobil listrik tol jawasumatra lokasi ngecas,-2,Negatif
Twitter,@FaktaBerita89 Kalo pemerintah melarang orang jualan pemerintah wajib beri Kompensasi. Emang tagihan listrik cicilan motor dan biaya bulanan si pemilik warung juga ikut puasa bulan itu? Dimana Rahmat kalo perut sesama diperas demi ego kesucian sepihak? Kalian menuntut dunia menghormati,perintah larang orang jual perintah wajib kompensasi emang tagih listrik cicil motor biaya bulan si milik warung puasa mana rahmat perut peras ego suci tuntut dunia hormat,-10,Negatif
Twitter,Bila Cina agresi ke Taiwan. Taiwan memproduksi lebih dari 60% semikonduktor dunia dan sekitar 90% chip paling canggih. Produksi smartphone laptop mobil listrik hingga peralatan medis di seluruh dunia bisa terhenti total karena ketergantungan pada TSMC (perusahaan chip https://t.co/m07wZArLDm,cina agresi taiwan taiwan produksi semikonduktor dunia chip canggih produksi smartphone laptop mobil listrik alat medis dunia henti total gantung tsmc usaha chip,-2,Negatif
Twitter,@f1speed_indo Krn mumpung di china kan banyak tuh perusahaan mobil listrik dr sana kali aja bisa nanya2 engineer sana soal kelistrikan mobil.. sapa tau ngerti,mumpung china tuh usaha mobil listrik dr kali nanya engineer listrik mobil sapa tau ngerti,1,Positif
Twitter,️ Kayak gitar listrik frekuensinya tapi juga kayak gereng motor manual pas di starter rasanya entah kenapa kayak gula batu / kristal gitu kayak suasana pasar moderen yang rame tapi ga terlalu rame lah kayak jalan diluar jam 12 atau jam 1 siang (?),kayak gitar listrik frekuensi kayak geng motor manual pas starter kayak gula batu kristal gitu kayak suasana pasar moderen rame rame kayak jalan luar jam jam siang,-2,Negatif
Twitter,Perbandingan Biaya Mudik: Mobil Listrik vs Bensin Siapa Lebih Irit? https://t.co/4wvPBJ4Wz8,banding biaya mudik mobil listrik vs bensin irit,3,Positif
Twitter,https://t.co/YtK2UUrBRy,,0,Netral
Twitter,2 bulan pakai mobil listrik sekaligus mobil pertama hemat banget bjir konsumsi dayanya 12.2 kWh per 100 km artinya 1 kwh 2500 x 12.2 = 30.500 bisa nempuh 100 km Mana ini si jaecoo ngecash bisa nerima 130 kW ini nyoba di SPKLU Ultra fast charging 180 kW masuk 98 kW https://t.co/zbphgpUic1,pakai mobil listrik mobil hemat banget bjir konsumsi daya kwh kwh x nempuh si jaecoo ngecash nerima kw nyoba spklu ultra fast charging kw masuk kw,4,Positif
Twitter,Program Subsidi Lenyap Bos Motor Listrik Ini Ungkap Hal Tak Terduga https://t.co/GhE5ff4JU3,program subsidi lenyap bos motor listrik duga,1,Positif
Twitter,Kapolres Batang AKBP Veronica melalui Kasatlantas Polres Batang AKP Eka Hendra Ardiansyah menjelaskan bahwa kecelakaan beruntun tersebut melibatkan satu unit bus dan lima kendaraan pribadi. Benar telah terjadi kecelakaan lalu lintas beruntun di Jalan Tol KM 361+600 jalur A,kapolres batang akbp veronica kasatlantas polres batang akp eka hendra ardiansyah celaka untun libat unit bus kendara pribadi celaka lintas untun jalan tol jalur a,-23,Negatif
Twitter,Bukan Main! 1 Gram Uranium Lebih Kuat dari 1 Ton Batubara Kok Bisa? Banyak orang mengenal uranium sebagai bahan untuk hal-hal yang menyeramkan. Padahal manfaat utamanya sangat luar biasa: sebagai sumber energi super padat. Di dalam Pembangkit Listrik Tenaga Nuklir (PLTN) https://t.co/PwCdezI4AN,main gram uranium kuat ton batubara orang kenal uranium bahan halhal seram manfaat utama sumber energi super padat bangkit listrik tenaga nuklir pltn,16,Positif
Twitter,Kalian pernah dengar tentang LOGAM TANAH JARANG?? Secara Geologi Indonesia terletak secara geografis di pertemuan 3 Lempeng Utama itulah kenapa Tambang dan Mineralnya sangat banyak dan unik bahkan mungkin sangat jarang ditemui di negara lain. oke akan coba mimin paparkan apa,dengar logam tanah jarang geologi indonesia letak geografis temu lempeng utama tambang mineral unik jarang temu negara oke coba mimin papar,7,Positif
Twitter,Barusan ketemu sama orang tua t*lol yg ngebiarin anaknya naik motor listrik di jalanan rame. Udah tau lagi jam2 ngabuburit lagi macet2nya malah ngijinin anak yg belum lancar naik motor sendiri. Akibatnya apa tuh bocah nabrak orang yang lagi jalan. Geramnyoo aku,barusan ketemu orang tua tlol ngebiarin anak motor listrik jalan rame udah tau jam ngabuburit macet ngijinin anak lancar motor akibat tuh bocah nabrak orang jalan geramnyoo,-10,Negatif
Twitter,@f1speed_indo Sangat menyenangkan lihat aksi salipnya tapi tetep buat gw ini lbih mirip balap mobil listrik Sangat memalukan ketika regulator kompetisi malah tidak berpikir ini salah malah memilih menutup telinga akan pendapat fans Kg Ben Sulayem kg Domenicalli sama2 dablek kuadrat,senang lihat aksi salip tetep gw lbih balap mobil listrik malu regulator kompetisi pikir salah pilih tutup telinga dapat fans kg ben sulayem kg domenicalli dablek kuadrat,10,Positif
Twitter,@gina_vivu Jangankan motor sepeda listrik aja gak dibolehin bawa,motor sepeda listrik gak dibolehin bawa,1,Positif
Twitter,Baru inget punya motor listrik Quest di rumah bokap nyokap bawa pulang ah. Wkwkwkwkwk. https://t.co/qOh80AwdWf,inget motor listrik quest rumah bokap nyokap bawa pulang ah wkwkwkwkwk,4,Positif
Twitter,Jujur poin Pak Tom Lembong soal stok BBM/LPG kita yang cuma sisa 20-25 hari itu bikin merinding sih. ​Bener kata beliau daripada panik nggak jelas mending kita mulai 'mode survive' dari sekarang. Setuju sama opsi kencengin ikat pinggang tapi menurut gue ada beberapa hal,jujur poin tom lembong stok bbmlpg sisa bikin merinding sih bener beliau panik mending mode survive tuju opsi kencengin ikat pinggang gue,1,Positif
Twitter,Mohon diloloskan min... Bagi PENGENDARA MOTOR yg membawa BRONJONGAN dan MENYEREMPET ISTRI SAYA pada hari Selasa tgl 10 Maret 2026 pukul 08.30 di utara Jalan Menteri Supeno tepatnya sesudah penjual nanas Pemalang dekat Toko Listrik &amp; Elektronik Harapan Jaya dimohon ITIKAT BAIK https://t.co/DhWxyp4xD3,mohon lolos min kendara motor bawa bronjongan serempet istri selasa tgl maret utara jalan menteri supeno tepat jual nanas malang toko listrik amp elektronik harap jaya mohon itikat,4,Positif
Twitter,Mobil Jenazah Listrik Pertama di RI? Wuling Mitra EV Dipakai Layani Warga https://t.co/PpFWnSgAHn,mobil jenazah listrik ri wuling mitra ev pakai layan warga,1,Positif
Twitter,Mobil listrik harusnya penggunaan rem nya minimalis jadinya kampas rem lebih awet. Krn ada regenerative brake nya. https://t.co/7luDZUlHbh,mobil listrik guna rem nya minimal kampas rem awet regenerative brake nya,-7,Negatif
Twitter,@LambeSahamjja Solusi kelangkaan akibat selat hormuz: -+= Keluar dari BOP =+- Jika kita keluar dr BOP kita bukan bagian dari aliansi Amrik &amp; Israel sehingga aman melewati selat hormuz. Tapi pemerintah suruh rakyat: 1. Beli kompor listrik 2. Ganti ke sepeda listrik 3. Ganti ke mobil listrik,solusi langka akibat selat hormuz bop dr bop aliansi amrik amp israel aman lewat selat hormuz perintah suruh rakyat beli kompor listrik ganti sepeda listrik ganti mobil listrik,5,Positif
Twitter,Pelajaran Penting dari Rich Dad Poor Dad Salah satu konsep paling terkenal dalam buku Rich Dad Poor Dad adalah cara melihat neraca keuangan pribadi (personal balance sheet). Menurut Robert Kiyosaki perbedaan antara orang kaya kelas menengah dan orang miskin bukan terutama https://t.co/Av18BLepW8,ajar rich dad poor dad salah konsep kenal buku rich dad poor dad neraca uang pribadi personal balance sheet robert kiyosaki beda orang kaya kelas tengah orang miskin,-14,Negatif
Twitter,Ndes aku meh tanya sebelum imsak ki. Menurut kalian motor listrik itu yg berhak nilang polisi apa pln?,ndes meh imsak ki motor listrik hak nilang polisi pln,-5,Negatif
Twitter,Anggaran Rp1 2 triliun buat beli motor listrik tapi cuma Rp242 8 miliar buat makanan? Prioritas Badan Gizi Nasional ini sebenernya gizi anak-anak kita atau gaya-gayaan pejabat sih? Udah gitu harga barang e-katalognya bikin geleng-geleng kepala. Gimana menurut kalian wajar ? https://t.co/Xt6LcXJhPh,anggar rp triliun beli motor listrik rp miliar makan prioritas badan gizi nasional sebenernya gizi anakanak gayagayaan jabat sih udah gitu harga barang ekatalognya bikin gelenggeleng kepala gimana wajar,7,Positif
Twitter,Dari panasnya udara hari ini dan dengan berita kalo di bulan April akan lebih panas lagi jadi pengen banget beli mobil listrik yang kecil2 itu deh buat anter jemput bocah sekolah tapi gimana ya aku belom bisa nyetir ,panas udara berita april panas ken banget beli mobil listrik deh anter jemput bocah sekolah gimana ya bom nyetir,15,Positif
Twitter,Malam guys Ya Allah ngeri juga ya banjir di Tol Bitung beberapa hari yg lalu ga bisa dibayangin bagaimana paniknya yg saat itu memakai mobil listrik ? https://t.co/5vFycylV3D,malam guys ya allah ngeri ya banjir tol bitung dibayangin panik pakai mobil listrik,10,Positif
Twitter,@bukanomar_ @bukanomar_ Halo Kak admin siap melayani sepenuh hati terima kasih untuk masukkan yang diberikan ya. Agar dapat ditindaklanjuti bisa infokan alamat SPKLU tersebut &amp; no. telepon Kakak via DM ya. Admin tunggu konfirmasinya. Tks -Fida,halo kak admin layan sepenuh hati terima kasih masuk ya ditindaklanjuti info alamat spklu amp no telepon kakak via dm ya admin tunggu konfirmasi tks fida,15,Positif
Twitter,Seberapa banyak SPKLU dengan jumlah mobil listrik yang dipakai mudik? Dengan range (misal) waktu 45 menit untuk 1 mobil (maks) sesuaikah atau sebandingkah?,spklu mobil listrik pakai mudik range menit mobil maks sesuai banding,5,Positif
Twitter,- Dia progres karirnya lambat karena pernah di titik terendah tapi dia mau bangkit dan coba banyak hal sampai akhirnya dia menemukan jalannya berkarir di design interior - Skills praktiknya jago (bisa bikin meja sama rak benerin ac listrik benerin motor dll) jadi ga perlu,progres karirnya lambat titik rendah bangkit coba temu jalan berkarir design interior skills praktik jago bikin meja rak benerin ac listrik benerin motor dll,2,Positif
Twitter,Belanja Mencengangkan Badan Gizi Nasional Motor listrik 1 2 triliun Tablet 508 4 miliar hingga belanja 17000 pasang kaos kaki 6 9M (100 ribu per pasang) https://t.co/t02K1vX6FT,belanja cengang badan gizi nasional motor listrik triliun tablet miliar belanja pasang kaos kaki m ribu pasang,6,Positif
Twitter,Sebuah mobil pickup ringsek setelah tertabrak kereta rel listrik (KRL) jurusan Rangkasbitung di perlintasan rel Parungpanjang Jumat malam. Kecelakaan terjadi di perlintasan rel Salimah Desa Gintung ketika mobil pickup yang membawa empat orang nekat menerobos palang https://t.co/zNRzuAx8wl,mobil pickup ringsek tabrak kereta rel listrik krl jurus rangkasbitung lintas rel parungpanjang jumat malam celaka lintas rel salimah desa gintung mobil pickup bawa orang nekat terobos palang,-6,Negatif
Twitter,PLN Siagakan Posko 24 Jam dan SPKLU di Jalur Mudik Jawa-Bali https://t.co/tUndgA5eae,pln siaga posko jam spklu jalur mudik jawabali,-7,Negatif
Twitter,PLN menekankan pentingnya edukasi bagi pengguna EV untuk memahami jenis pengisian daya agar proses pengisian lebih optimal aman dan nyaman. Secara umum terdapat empat kategori pengisian. Berikut adalah perbedaan tipe pengisian daya kendaraan listrik (EV) berdasarkan kapasitas https://t.co/gJmubUXD7Z,pln tekan edukasi guna ev paham jenis isi daya proses isi optimal aman nyaman kategori isi beda tipe isi daya kendara listrik ev dasar kapasitas,16,Positif
Twitter,When yah ak jg pengen tiba2 ada yg ngasih mobil listrik,when yah ken ngasih mobil listrik,7,Positif
Twitter,Mudik Pakai Motor Listrik Ini 4 Hal Penting Harus Diperhatikan agar Aman sampai Kampung Halaman https://t.co/IdR7WIUWJE,mudik pakai motor listrik perhati aman kampung halaman,-3,Negatif
Twitter,https://t.co/Li8zCcbCxw,,0,Netral
Twitter,Ragam fasilitas di jalur Pantai Selatan Jalur Pantai Selatan (Pansela) Jawa merupakan rute alternatif untuk mudik yang menawarkan keindahan alam dan dilengkapi beragam fasilitas seperti stasiun pengisian kendaraan listrik umum (SPKLU) untuk kenyamanan pelaku perjalanan. Laman https://t.co/YYIq0X6UzV,ragam fasilitas jalur pantai selatan jalur pantai selatan pansela jawa rute alternatif mudik tawar indah alam lengkap agam fasilitas stasiun isi kendara listrik spklu nyaman laku jalan laman,7,Positif
Twitter,Motor Listrik Anti Jatuh OMO X Sudah Diuji Hadapi Banjir dan Macet https://t.co/VNmXo67Y6a,motor listrik anti jatuh omo x uji hadap banjir macet,4,Positif
Twitter,Guys ini yang paling jarang dibahas soal China tapi paling penting lo pahami. China bukan sekadar negara besar yang tidak bertindak tapi mereka gerak dalam diam. Mereka sedang memainkan permainan jangka panjang yang sudah dirancang puluhan tahun ke depan dan banyak negara baru https://t.co/Rp8VC04fZC,guys jarang bahas china lo paham china negara tindak gerak diam main main jangka rancang puluh negara,11,Positif
Twitter,Motor listrik Rp1 2 triliun tablet Rp508 miliar smp kaos kaki miliaran rupiah... Ini efisiensi model apa coba? Sementara keanggotaan PBI smp hrs dipangkas.. Apa krn makan siswa lbh penting dr jaminan kesehatan? Itu orang tua pd dianggap ga mampu kasih makan bergizi apa? https://t.co/m0La8EGMmR,motor listrik rp triliun tablet rp miliar smp kaos kaki miliar rupiah efisiensi model coba anggota pbi smp hrs pangkas makan siswa dr jamin sehat orang tua anggap kasih makan gizi,0,Netral
Twitter,Memberi makan jutaan anak tiap hari itu bukan urusan beli nasi lalu selesai. Butuh dapur. Butuh distribusi. Butuh data penerima. Butuh monitoring. Motor listrik untuk distribusi. Tablet untuk sistem data. Program nasional selalu butuh infrastruktur. Kalau tidak ada itu semua ,makan juta anak urus beli nasi selesai butuh dapur butuh distribusi butuh data terima butuh monitoring motor listrik distribusi tablet sistem data program nasional butuh infrastruktur,-21,Negatif
Twitter,Guys ini data dari Badan Gizi Nasional yang bikin gw tidak bisa diam. Program namanya Makan Bergizi Gratis. Tapi lihat grafik belanjanya di 2025. Kendaraan 1 39 triliun. SPPG 1 26 triliun. Perangkat keras dan komputer 830 miliar. Pakaian 622 miliar. Pelatihan dan sosialisasi,guys data badan gizi nasional bikin gw diam program nama makan gizi gratis lihat grafik belanja kendara triliun sppg triliun perangkat keras komputer miliar pakai miliar latih sosialisasi,9,Positif
Twitter,Perjalanan mudik menggunakan mobil listrik atau electric vehicle (EV) membutuhkan perhatian khusus agar jarak tempuh tetap optimal. Salah satu faktor penting yang perlu diperhatikan adalah kecepatan kendaraan selama perjalanan. https://t.co/MAzHqqS74a,jalan mudik mobil listrik electric vehicle ev butuh perhati khusus jarak tempuh optimal salah faktor perhati cepat kendara jalan,-9,Negatif
Twitter,Gue tiap hari pusing mikirin gizi anak biar nggak stunting teliti banget milih protein. Ternyata rahasia gizi nasional bukan di menu makannya tapi di pembelian motor listrik 1 2 triliun. Plot twist-nya kenceng bener. ,gue pusing mikirin gizi anak biar stunting teliti banget milih protein rahasia gizi nasional menu makan beli motor listrik triliun plot twistnya kenceng bener,-3,Negatif
Twitter,Serius takok -rek Awakmu seng mabukan parah pas numpak mobil trs pas numpak mobil listrik jek panggah mabukan pora??,serius takok rek awak seng mabuk parah pas numpak mobil trs pas numpak mobil listrik jek panggah mabuk pora,-2,Negatif
Twitter,Strategi baharu diperlukan selepas Amerika Syarikat menamatkan program subsidi pembelian EV di bawah pentadbiran Donald Trump. #AWANInews #AWANIpagi https://t.co/6ZW4Er9rEB,strategi baharu lepas amerika syarikat tamat program subsidi beli ev pentadbiran donald trump,6,Positif
Twitter,Rest area KM 57 ruas tol Jakarta-Cikampek menyediakan SPKLU bagi pengguna mobil listrik. @lilieksetyo78 https://t.co/CpgrxJDvtF,rest area ruas tol jakartacikampek sedia spklu guna mobil listrik,4,Positif
Twitter,BGN membelanjakan produk-produk fantastis yang jauh dari kata hemat dan transparan Sepeda motor listrik tablet serta pengadaan yang diduga janggal Semua sektor dituntut efisien BGN? https://t.co/2KUQFFDhIO,bgn belanja produkproduk fantastis hemat transparan sepeda motor listrik tablet ada duga janggal sektor tuntut efisien bgn,13,Positif
Twitter,1.080 HP. V12 naturally aspirated + 3 motor listrik. 0 100 km/jam hanya 2 4 detik dan top speed lebih dari 350 km/jam. Inilah Lamborghini Fenomeno salah satu Lamborghini paling ekstrem yang pernah dibuat. Produksinya cuma 29 unit di dunia. #NMAA #lamborghini #fenomeno https://t.co/XFmJDqXvS8,hp v naturally aspirated motor listrik kmjam detik top speed kmjam lamborghini fenomeno salah lamborghini ekstrem produksi unit dunia,-6,Negatif
Twitter,Di Tol Trans Jawa sudah tersedia sekitar 60 titik SPKLU dari Banten hingga Jawa Timur bahkan sebagian sudah ultra fast charging 200 kW. Sebelum berangkat cek lokasi SPKLU lewat PLN Mobile Travoy atau Google Maps agar perjalanan tetap lancar. #Mudik2026 #MobilListrik #SPKLU https://t.co/bfkr81ycC4,tol trans jawa sedia titik spklu banten jawa timur ultra fast charging kw berangkat cek lokasi spklu pln mobile travoy google maps jalan lancar,-5,Negatif
Twitter,Tips Mudik Pakai Mobil Listrik Lakukan Ini Biar Nggak Was-was di Jalan https://t.co/nrpBJ6t0k9,tips mudik pakai mobil listrik laku biar waswas jalan,0,Netral
Twitter,@adr_gp Kalo liat beban listrik eksisting iya tapi ntar pas orang semua udah pake motor listrik mobil listrik kompor listrik acuannya udah nggak bisa dipake lagi,lihat beban listrik eksisting iya pas orang udah pakai motor listrik mobil listrik kompor listrik acu udah dipake,-6,Negatif
Twitter,Brand mobil listrik di kota ku bikin content mobil mereka yang paling best seller tuh apa. Ku pikir pasti yang harganya paling murah. Yang 200 jutaan. Ternyata bukan. Yang paling laris itu yang 750 juta. Emang beda sultan-sultan di Pekanbaru ini. ,brand mobil listrik kota ku bikin content mobil best seller tuh ku pikir harga murah juta laris juta emang beda sultansultan pekanbaru,10,Positif
Twitter,@_____D_Froozeen Kalau diindo malah dikasuskan ingat mobil listrik,diindo kasus mobil listrik,1,Positif
Twitter,Menghadapi musim libur Mudik lebaran tahun 2026 Polres Garut telah mendirikan Posko Terpadu dan Pospam yang berada di jalur selatan termasuk sejumlah Obyek Wisata salasatunya Posko Terpadu yang berada di GTC Limbangan dimana Posko Terpadu ini nantinya pemudik yang beristirahat https://t.co/4KMSGroAuV,hadap musim libur mudik lebaran polres garut diri posko padu pospam jalur selatan obyek wisata salasatunya posko padu gtc limbang mana posko padu mudik istirahat,-10,Negatif
Twitter,Posko Nasional ESDM resmi beroperasi! PLN siap amankan lebaran dengan: Daya Mampu: 51 61 GW (Cadangan Aman). Personel: 72.000 Petugas Siaga. Infrastruktur: 1.681 SPKLU Jalur Mudik &amp; 4.769 SPKLU Nasional. Layanan: Siaga 24 Jam via PLN Mobile &amp; Hotline WA. https://t.co/Qb84fOhcTb,posko nasional esdm resmi operasi pln aman lebaran daya gw cadang aman personel tugas siaga infrastruktur spklu jalur mudik amp spklu nasional layan siaga jam via pln mobile amp hotline wa,-1,Negatif
Twitter,kehidupan anak rumahan di bintaro : rumah : free dibayar mental health makan : free bensin : 700 jt/bln bayar token listrik : 300/bln servis motor : 300/bln jajan tuku : 200/bln beli mobil HRV seken 300jt,hidup anak rumah bintaro rumah free bayar mental health makan free bensin jtbln bayar token listrik bln servis motor bln jajan tuku bln beli mobil hrv ken jt,23,Positif
Twitter,Mudik Pakai Mobil Listrik? Tenang SPKLU Kini 1 7 Kali Lipat Lebih Banyak! Tren mudik EV meningkat tajam! Tahun ini diproyeksikan lebih dari 23 ribu pemudik akan menggunakan kendaraan listrik. Guna mendukung mobilitas ini PLN telah menyiagakan 1.681 unit SPKLU di sepanjang https://t.co/7a1GGqmens,mudik pakai mobil listrik tenang spklu kali lipat tren mudik ev tingkat tajam proyeksi ribu mudik kendara listrik dukung mobilitas pln siaga unit spklu,3,Positif
Twitter,kalo gw bikin geng motor listrik ada yg mau ikutan ga?,gw bikin geng motor listrik ikut,-3,Negatif
Twitter,Punya anggaran terbesar ketiga di tahun 2025 (lalu jadi peringkat pertama di tahun anggaran 2026) BGN belanja apa saja sepanjang tahun kemarin? Berdasarkan penelusuran @projectm_org mulai dari kaos kaki 100 ribuan tablet overpriced sampai motor listrik nyaris 50 juta per https://t.co/UP95jRF4mk,anggar besar tiga peringkat anggar bgn belanja kemarin dasar telusur kaos kaki ribu tablet overpriced motor listrik juta,10,Positif
Twitter,Vinfast Jual Motor Listrik di Indonesia ALVA Bilang Begini https://t.co/GGXYICZ5Sw,vinfast jual motor listrik indonesia alva bilang,1,Positif
Twitter,Mobil Listrik China Sekali Ngecas Bisa Ngebut 1.000 Km Amerika Bye! https://t.co/mpPrXjl1U7,mobil listrik china ngecas ngebut amerika bye,-2,Negatif
Twitter,Lagi Krisis Honda Batalkan Proyek Mobil Listrik Ini https://t.co/q40aWno5dQ,krisis honda batal proyek mobil listrik,-8,Negatif
Twitter,BMW bersiap memasuki era baru kendaraan listrik lewat generasi terbaru BMW iX3 berbasis platform Neue Klasse BMW platform. Model ini akan menjadi fondasi pengembangan mobil listrik BMW di masa depan. Baca Selengkapnya https://t.co/CQFdEQNLGu ~NA #BMW #BMWiX3 #NeueKlasse https://t.co/BsL5KibKwJ,bmw pasuk era kendara listrik generasi baru bmw ix bas platform neue klasse bmw platform model fondasi kembang mobil listrik bmw baca lengkap na,13,Positif
Twitter,Seperti diketahui Bahlil telah ditunjuk Presiden Prabowo sebagai Ketua Satgas Percepatan Transisi Energi (EBTKE) untuk mempercepat realisasi transisi energi bersih dan terbarukan termasuk percepatan penggunaan motor dan mobil listrik.,bahlil presiden prabowo ketua satgas cepat transisi energi ebtke cepat realisasi transisi energi bersih baru cepat guna motor mobil listrik,17,Positif
Twitter,@everggarden weeyums ikut jualan bareng naik motor listrik gerobak https://t.co/ae75lqWmDw,weeyums jual bareng motor listrik gerobak,0,Netral
Twitter,Motor Listrik Ditinggal Pas Mudik? Baterai Jangan sampai Nol! https://t.co/IbmC5awXBY,motor listrik tinggal pas mudik baterai nol,-5,Negatif
Twitter,@BagasN7 Ojol Pakai motor listrik udah paling bener,ojol pakai motor listrik udah bener,3,Positif
Twitter,Mobil kontol tim kontol mesin kontol anjeng FIA babi kah tai siapa yang ngide mesin listrik tai begini anjeng sok iye banget ngide begini anjeng Redbull tai mobil butut kalo ga niat balapan bubar ajalah nyiksa penonton sama driver yang ada au ah tai pantek mau tebang sawit gwe,mobil kontol tim kontol mesin kontol anjeng fia babi kah tai ngide mesin listrik tai anjeng sok iye banget ngide anjeng redbull tai mobil butut niat balap bubar aja nyiksa tonton driver au ah tai pantek tebang sawit gwe,-67,Negatif
Twitter,Semuanya tumbuh positif. Yang paling mencolok itu M0 yang melonjak sampai 14 1% jauh dari angka sebelumnya yang cuma 2 7%. M1 dan M2 juga ikut tumbuh bahkan sedikit di atas prediksi para analis. Untuk pinjaman dalam mata uang Yuan angkanya naik jadi 5 75 triliun Yuan lebih,tumbuh positif colok m lonjak angka m m tumbuh prediksi analis pinjam mata uang yuan angka triliun yuan,7,Positif
